datetime_utc,price_in_eth
2025-08-01T14:00:00+00:00,1.205016971023175
2025-08-01T15:00:00+00:00,1.2118664726726485
2025-08-01T16:00:00+00:00,1.2064684347030603
2025-08-01T17:00:00+00:00,1.207574423777713
2025-08-01T18:00:00+00:00,1.2095531010480913
2025-08-01T19:00:00+00:00,1.2056604632843495
2025-08-01T20:00:00+00:00,1.2100210442421382
2025-08-01T21:00:00+00:00,1.1986348733958447
2025-08-01T22:00:00+00:00,1.207061068351746
2025-08-01T23:00:00+00:00,1.205957935710598
2025-08-02T00:00:00+00:00,1.2063922850052413
2025-08-02T01:00:00+00:00,1.2069424094064725
2025-08-02T02:00:00+00:00,1.2073985423359668
2025-08-02T03:00:00+00:00,1.2063057127497145
2025-08-02T04:00:00+00:00,1.207461490126454
2025-08-02T05:00:00+00:00,1.2064245445926318
2025-08-02T06:00:00+00:00,1.2079416207741582
2025-08-02T07:00:00+00:00,1.2069336239475803
2025-08-02T08:00:00+00:00,1.208297324408101
2025-08-02T09:00:00+00:00,1.2090630938246523
2025-08-02T10:00:00+00:00,1.2068515126829558
2025-08-02T11:00:00+00:00,1.206178387159598
2025-08-02T12:00:00+00:00,1.1986883757433517
2025-08-02T13:00:00+00:00,1.206650083098013
2025-08-02T14:00:00+00:00,1.2055958482120923
2025-08-02T15:00:00+00:00,1.2065258875927787
2025-08-02T16:00:00+00:00,1.2069810673534396
2025-08-02T17:00:00+00:00,1.2033838632058822
2025-08-02T18:00:00+00:00,1.2056773481272343
2025-08-02T19:00:00+00:00,1.2062142203189858
2025-08-02T20:00:00+00:00,1.204333728391374
2025-08-02T21:00:00+00:00,1.2080275900831368
2025-08-02T22:00:00+00:00,1.2109730286370395
2025-08-02T23:00:00+00:00,1.2055124402522535
2025-08-03T00:00:00+00:00,1.2104326960435552
2025-08-03T01:00:00+00:00,1.2058102855778432
2025-08-03T02:00:00+00:00,1.206418829781584
2025-08-03T03:00:00+00:00,1.206066834439106
2025-08-03T04:00:00+00:00,1.2074133492351338
2025-08-03T05:00:00+00:00,1.2093399239230103
2025-08-03T06:00:00+00:00,1.2079778905817686
2025-08-03T07:00:00+00:00,1.2068359530029722
2025-08-03T08:00:00+00:00,1.206497182764274
2025-08-03T09:00:00+00:00,1.2064439479937519
2025-08-03T10:00:00+00:00,1.208098972936458
2025-08-03T11:00:00+00:00,1.205849017638202
2025-08-03T12:00:00+00:00,1.2075419029927814
2025-08-03T13:00:00+00:00,1.2077720700950323
2025-08-03T14:00:00+00:00,1.2083163562533055
2025-08-03T15:00:00+00:00,1.206877424012596
2025-08-03T16:00:00+00:00,1.2086984448206948
2025-08-03T17:00:00+00:00,1.2090781417300582
2025-08-03T18:00:00+00:00,1.2081662418845478
2025-08-03T19:00:00+00:00,1.208581455949819
2025-08-03T20:00:00+00:00,1.2051243136458085
2025-08-03T21:00:00+00:00,1.2090513837594645
2025-08-03T22:00:00+00:00,1.2079169319307572
2025-08-03T23:00:00+00:00,1.2079122232585915
2025-08-04T00:00:00+00:00,1.2077105708343852
2025-08-04T01:00:00+00:00,1.2068314862515266
2025-08-04T02:00:00+00:00,1.2078127660215625
2025-08-04T03:00:00+00:00,1.2065980154965068
2025-08-04T04:00:00+00:00,1.2078973243584212
2025-08-04T05:00:00+00:00,1.2071969558043745
2025-08-04T06:00:00+00:00,1.2074894187948682
2025-08-04T07:00:00+00:00,1.2070631517427846
2025-08-04T08:00:00+00:00,1.2081810364906285
2025-08-04T09:00:00+00:00,1.2084289607619765
2025-08-04T10:00:00+00:00,1.2087289665155418
2025-08-04T11:00:00+00:00,1.2085213776441854
2025-08-04T12:00:00+00:00,1.2082871184332065
2025-08-04T13:00:00+00:00,1.2071824350680254
2025-08-04T14:00:00+00:00,1.2034758314152139
2025-08-04T15:00:00+00:00,1.2087276433761138
2025-08-04T16:00:00+00:00,1.20777695755613
2025-08-04T17:00:00+00:00,1.2081657956634528
2025-08-04T18:00:00+00:00,1.2126500561457656
2025-08-04T19:00:00+00:00,1.2104565403924235
2025-08-04T20:00:00+00:00,1.2155023974531523
2025-08-04T21:00:00+00:00,1.2077696307015209
2025-08-04T22:00:00+00:00,1.2026251963003718
2025-08-04T23:00:00+00:00,1.2062790840789746
2025-08-05T00:00:00+00:00,1.2040465311128286
2025-08-05T01:00:00+00:00,1.2058882196662595
2025-08-05T02:00:00+00:00,1.2071809227933274
2025-08-05T03:00:00+00:00,1.2072277865598455
2025-08-05T04:00:00+00:00,1.2081852906041093
2025-08-05T05:00:00+00:00,1.2075703110850875
2025-08-05T06:00:00+00:00,1.2041992906125352
2025-08-05T07:00:00+00:00,1.2077919717584586
2025-08-05T08:00:00+00:00,1.2100288616734065
2025-08-05T09:00:00+00:00,1.2063974139442346
2025-08-05T10:00:00+00:00,1.2088666993430253
2025-08-05T11:00:00+00:00,1.2065427268276598
2025-08-05T12:00:00+00:00,1.2095566576635586
2025-08-05T13:00:00+00:00,1.2072973419629176
2025-08-05T14:00:00+00:00,1.2064600122906206
